actual_prop,pred_prop,abs_error,acc,f_score,thr,quantifier,model,pre_trained
0,0.2,0.2,0.8,0.0,0.5,CC,vgg16,1
0,0.19,0.19,0.87,0.0,0.7325000762939453,ACC,vgg16,1
0,0.18,0.18,0.87,0.0,0.7325000762939453,X,vgg16,1
0,0.39,0.39,0.6,0.0,0.36749839782714844,MAX,vgg16,1
0,0.14,0.14,0.87,0.0,0.75,T50,vgg16,1
0,0.21,0.21,0.8,0.0,0.5,MS,vgg16,1
0,0.34,0.34,0.67,0.0,0.369140625,DyS,vgg16,1
0,0.42,0.42,0.53,0.0,0.3464984893798828,HDy,vgg16,1
0,0.21,0.21,0.8,0.0,0.5,SORD,vgg16,1
